PreCondName,TrgCol,ratingName,CSName,UCSName,SoundName,ExtName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,RatingPreCond.thisRepN,RatingPreCond.thisTrialN,RatingPreCond.thisN,RatingPreCond.thisIndex,Cond.thisRepN,Cond.thisTrialN,Cond.thisN,Cond.thisIndex,RatingCond.thisRepN,RatingCond.thisTrialN,RatingCond.thisN,RatingCond.thisIndex,Extinction1.thisRepN,Extinction1.thisTrialN,Extinction1.thisN,Extinction1.thisIndex,Rating3.thisRepN,Rating3.thisTrialN,Rating3.thisN,Rating3.thisIndex,InstrBkg.started,InstrBkg.stopped,TagFig.started,TagFig.stopped,InstrKeyResp.keys,InstrKeyResp.rt,InstrKeyResp.started,InstrKeyResp.stopped,precondBkg.started,precondBkg.stopped,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,Bkg.started,Bkg.stopped,image.started,image.stopped,Scale.response,Scale.rt,Scale.started,Scale.stopped,InstrBkg2.started,InstrBkg2.stopped,TagFig2.started,TagFig2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,CSBkg.started,CSBkg.stopped,CS_image.started,CS_image.stopped,UCSBkg.started,UCSBkg.stopped,UCS_image.started,UCS_image.stopped,sound_1.started,sound_1.stopped,InstrBkg3.started,InstrBkg3.stopped,TagFig3.started,TagFig3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ExtBkg.started,ExtBkg.stopped,Ext_image.started,Ext_image.stopped,EndTxt.started,EndTxt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
PreCondition\CS-2.BMP,0.4,,,,,,1,0,1,0,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.09809520002455,None,295.09809520002455,297.0814538000268,297.0982263000333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS-2.BMP,0.4,,,,,,1,0,1,0,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.46485970000504,None,298.46485970000504,300.4478719000472,300.46449100004975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS+2.BMP,-0.1,,,,,,1,0,1,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.725133800006,None,301.725133800006,303.7144546000054,303.7310998000321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS+2.BMP,-0.1,,,,,,1,0,1,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.86383300001035,None,304.86383300001035,306.84774280001875,306.8636693000444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS+2.BMP,-0.1,,,,,,1,0,1,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.2799595000106,None,308.2799595000106,310.2636279000435,310.2807807000354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS+2.BMP,-0.1,,,,,,1,0,1,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.56320440000854,None,311.56320440000854,313.54922770004487,313.56432990002213,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS-2.BMP,0.4,,,,,,1,0,1,0,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.79605990002165,None,314.79605990002165,316.77934000000823,316.7966329000192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,-0.1,Rating\ratingCS+2.png,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.31768630002625,None,319.31768630002625,None,1.8984374999999996,2.7662854999653064,319.31768630002625,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,Rating\ratingCS-2.png,,,,,1,0,1,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.6024321000441,None,323.6024321000441,None,1.703125,0.9151729999575764,323.6024321000441,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,332.20605780003825,None,,,,,,,,,324.36064760002773,None,324.36064760002773,None,space,2.293476299964823,324.36064760002773,None,326.6870121000102,None,326.6870121000102,None,None,None,None,None,None,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,336.3833131000283,None,,,,,,,,,,,,,,,,,333.2890928000561,None,333.2890928000561,None,336.2468485000427,None,336.2468485000427,None,336.2223092101631,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,340.713613800006,None,,,,,,,,,,,,,,,,,337.658639100031,None,337.658639100031,None,339.8024294000352,None,339.8024294000352,None,339.8043509700219,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,3,3,27,,,,,,,,,,,,,,,,,,,,,,,,,347.2510646000155,None,,,,,,,,,,,,,,,,,341.74386960000265,None,341.74386960000265,None,None,None,None,None,None,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,-0.1,,Condition\CS+2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,351.5202612000285,None,,,,,,,,,,,,,,,,,348.5016241000267,None,348.5016241000267,None,351.4840824000421,None,351.4840824000421,None,351.45066674012924,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,5,5,19,,,,,,,,,,,,,,,,,,,,,,,,,355.8623920000391,None,,,,,,,,,,,,,,,,,352.7921048999997,None,352.7921048999997,None,355.8108393000439,None,355.8108393000439,None,355.7376875101472,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,6,6,28,,,,,,,,,,,,,,,,,,,,,,,,,360.2958367000101,None,,,,,,,,,,,,,,,,,357.23212970001623,None,357.23212970001623,None,360.25968840002315,None,360.25968840002315,None,360.1836413401761,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,7,7,29,,,,,,,,,,,,,,,,,,,,,,,,,364.5227372000227,None,,,,,,,,,,,,,,,,,361.48209370003315,None,361.48209370003315,None,364.49467500002356,None,364.49467500002356,None,364.4305931101553,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,8,8,20,,,,,,,,,,,,,,,,,,,,,,,,,368.79733760003,None,,,,,,,,,,,,,,,,,365.6991608000244,None,365.6991608000244,None,368.70690950000426,None,368.70690950000426,None,368.63203421013895,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,373.02825880004093,None,,,,,,,,,,,,,,,,,370.0130955000059,None,370.0130955000059,None,372.1454978000256,None,372.1454978000256,None,372.145867370069,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,-0.1,,Condition\CS+2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,379.6574930000352,None,,,,,,,,,,,,,,,,,374.16623670002446,None,374.16623670002446,None,None,None,None,None,None,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,383.8686074000434,None,,,,,,,,,,,,,,,,,380.8379864000017,None,380.8379864000017,None,382.9497298000497,None,382.9497298000497,None,382.95480264007347,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,12,12,14,,,,,,,,,,,,,,,,,,,,,,,,,388.12815709999995,None,,,,,,,,,,,,,,,,,385.1027783000027,None,385.1027783000027,None,387.11903750000056,None,387.11903750000056,None,387.1206278600148,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,-0.1,,Condition\CS+2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,394.85647350002546,None,,,,,,,,,,,,,,,,,389.4023402000312,None,389.4023402000312,None,None,None,None,None,None,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,14,14,4,,,,,,,,,,,,,,,,,,,,,,,,,399.13375780003844,None,,,,,,,,,,,,,,,,,396.0925467000343,None,396.0925467000343,None,398.215701100009,None,398.215701100009,None,398.2246318400721,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,15,15,10,,,,,,,,,,,,,,,,,,,,,,,,,403.3672393000452,None,,,,,,,,,,,,,,,,,400.3072282000212,None,400.3072282000212,None,402.32455910003046,None,402.32455910003046,None,402.3347789600375,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,16,16,15,,,,,,,,,,,,,,,,,,,,,,,,,410.3246543999994,None,,,,,,,,,,,,,,,,,404.8513196000131,None,404.8513196000131,None,None,None,None,None,None,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,17,17,11,,,,,,,,,,,,,,,,,,,,,,,,,414.44075980002526,None,,,,,,,,,,,,,,,,,411.4089553000522,None,411.4089553000522,None,413.5257498000283,None,413.5257498000283,None,413.52628284005914,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,18,18,26,,,,,,,,,,,,,,,,,,,,,,,,,421.46741219999967,None,,,,,,,,,,,,,,,,,416.00134140002774,None,416.00134140002774,None,None,None,None,None,None,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,19,19,3,,,,,,,,,,,,,,,,,,,,,,,,,425.562069000036,None,,,,,,,,,,,,,,,,,422.55259820003994,None,422.55259820003994,None,424.67449550004676,None,424.67449550004676,None,424.6830576400389,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,20,20,8,,,,,,,,,,,,,,,,,,,,,,,,,429.78479470004095,None,,,,,,,,,,,,,,,,,426.76086150004994,None,426.76086150004994,None,428.77524770004675,None,428.77524770004675,None,428.7796431600582,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,21,21,22,,,,,,,,,,,,,,,,,,,,,,,,,436.5937430000049,None,,,,,,,,,,,,,,,,,431.0937697000336,None,431.0937697000336,None,None,None,None,None,None,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,22,22,16,,,,,,,,,,,,,,,,,,,,,,,,,440.7932102000341,None,,,,,,,,,,,,,,,,,437.76165600004606,None,437.76165600004606,None,440.74046840000665,None,440.74046840000665,None,440.67753888014704,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,23,23,18,,,,,,,,,,,,,,,,,,,,,,,,,444.8680667000008,None,,,,,,,,,,,,,,,,,441.8328147000284,None,441.8328147000284,None,444.8251716000377,None,444.8251716000377,None,444.7609844801482,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,24,24,6,,,,,,,,,,,,,,,,,,,,,,,,,449.13150560000213,None,,,,,,,,,,,,,,,,,446.1132743000053,None,446.1132743000053,None,448.2282157000154,None,448.2282157000154,None,448.23047924006823,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,25,25,17,,,,,,,,,,,,,,,,,,,,,,,,,455.8449725000537,None,,,,,,,,,,,,,,,,,450.3479134000372,None,450.3479134000372,None,None,None,None,None,None,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,26,26,21,,,,,,,,,,,,,,,,,,,,,,,,,460.2210410000407,None,,,,,,,,,,,,,,,,,457.1532400000142,None,457.1532400000142,None,460.1612419000012,None,460.1612419000012,None,460.09399011015194,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,27,27,7,,,,,,,,,,,,,,,,,,,,,,,,,464.3732521000202,None,,,,,,,,,,,,,,,,,461.36656200001016,None,461.36656200001016,None,463.4994792000507,None,463.4994792000507,None,463.49868524004705,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,28,28,13,,,,,,,,,,,,,,,,,,,,,,,,,468.7124345000484,None,,,,,,,,,,,,,,,,,465.6639430000214,None,465.6639430000214,None,467.6819444000139,None,467.6819444000139,None,467.68779846001416,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,,1,0,1,0,,,,,,,,,0,29,29,25,,,,,,,,,,,,,,,,,,,,,,,,,475.455202000041,None,,,,,,,,,,,,,,,,,469.95411610003794,None,469.95411610003794,None,None,None,None,None,None,None,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,-0.1,Rating\ratingCS+2.png,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,477.9936154000461,None,477.9936154000461,None,4.7890625,21.434963100007735,477.9936154000461,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,Rating\ratingCS-2.png,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,501.0082818000228,None,501.0082818000228,None,2.0390624999999996,1.5985153000219725,501.0082818000228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS-3.BMP,0.4,,,,,,2,0,2,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,502.48065730003873,None,502.48065730003873,None,space,2.8767889000009745,502.48065730003873,None,505.38553910003975,None,505.38553910003975,507.3829173000413,507.3997826000559,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS-3.BMP,0.4,,,,,,2,0,2,0,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.86960590002127,None,508.86960590002127,510.8655726000434,510.8825740000466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS+3.BMP,-0.1,,,,,,2,0,2,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.1487261000439,None,512.1487261000439,514.1341885000002,514.1511075000162,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS+3.BMP,-0.1,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.3855954000028,None,515.3855954000028,517.3815470000263,517.3987158000236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS+3.BMP,-0.1,,,,,,2,0,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.5483049000031,None,518.5483049000031,520.5313291000202,520.5482650000486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS+3.BMP,-0.1,,,,,,2,0,2,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.6142605000059,None,521.6142605000059,523.5975210000179,523.6143330000341,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS-3.BMP,0.4,,,,,,2,0,2,0,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.8364301000256,None,524.8364301000256,526.831668000028,526.8489173000562,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS+3.BMP,-0.1,,,,,,2,0,2,0,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0470280000009,None,528.0470280000009,530.0305615000543,530.0473650000058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS-3.BMP,0.4,,,,,,2,0,2,0,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.3302357000066,None,531.3302357000066,533.313780800032,533.3301057000062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
PreCondition\CS-3.BMP,0.4,,,,,,2,0,2,0,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.4539873000467,None,534.4539873000467,None,536.4625383000239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,-0.1,Rating\ratingCS+3.png,,,,,2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.4790982000413,None,539.4790982000413,None,2.03125,128.48687500000233,539.4790982000413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
,0.4,Rating\ratingCS-3.png,,,,,2,0,2,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.6114539000555,None,669.6114539000555,None,1.84375,1.0631483999895863,669.6114539000555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1458,FigureTest,2021.2.1,60.05241375433173,
